tx_regularity_score,bill_payment_rate,income_stability,has_savings_behaviour,merchant_diversity,avg_monthly_inflow,account_age_months,credit_score
51.10877664801522,63.92774689509568,14.36421454725485,1.0,5.0,5.0,4.0,44.711973795228694
41.56765877801978,35.357812151324325,14.638878191754673,0.0,5.0,5.0,5.0,25.322476704020293
53.584159587276105,58.135070851069614,11.349187586453205,1.0,2.0,69.98304649796275,37.0,45.469373870844485
29.081685142170453,51.1189446428393,18.36625467034463,0.0,4.0,13.154626875615623,37.0,29.150549076997883
73.91078955649446,19.554846016620992,40.20432284374354,0.0,4.0,16.008478009790416,26.0,35.963409110184216
23.630272301618636,17.7199055766869,77.8245109481644,1.0,4.0,20.947927936400156,43.0,41.95428017285834
64.2681202041863,34.1322617327649,33.15193856014903,0.0,3.0,66.2372673420935,9.0,34.6402794737411
32.536729916669586,22.916166897336144,35.879125364260474,0.0,4.0,5.0,15.0,24.502382609686858
36.48183427244868,92.29849883464205,44.41171847489898,0.0,4.0,5.0,24.0,45.290760305085804
57.04647652145391,68.39412722217124,41.72930735683424,1.0,3.0,40.449521782336525,24.0,53.95320475579052
70.34809554162531,42.95751070703575,21.044119721213853,0.0,4.0,116.24393577572314,35.0,39.445128478819605
20.290174355003334,43.32685735138301,24.57804065728658,0.0,7.0,36.029749574567866,48.0,29.12967538458032
50.36433532206208,41.89665592444175,41.24341216522189,0.0,3.0,10.591855646752416,41.0,36.50006660168504
44.30962039176141,66.35365730754866,24.704389682749497,0.0,3.0,25.67903712258485,25.0,36.70089528867211
24.574382671931712,46.200217613939124,26.24489014966888,0.0,5.0,129.08345737612356,26.0,29.841296752752797
52.04580944420992,47.94824266949368,25.842006652137893,1.0,8.0,26.282846851804138,23.0,46.77077324181567
25.576154162364123,66.55879319561728,48.527943191364606,0.0,4.0,16.366653907004988,6.0,35.63452527361369
45.11073678116516,36.895542920781125,18.24310030662258,0.0,3.0,16.925167320196287,41.0,29.437659330600894
32.82364896549807,16.816999643476333,23.44016781901165,0.0,5.0,119.42922758431581,27.0,23.92573002406165
37.08227202643762,73.35380473104146,72.12263569951759,0.0,2.0,44.418625855347315,19.0,45.39424434295886
37.89637783489373,58.4248774519019,47.11658697330442,1.0,4.0,40.67365733809489,31.0,48.87107640043598
56.28107076828975,60.94082131329122,17.183979351086375,0.0,6.0,9.241269789647209,38.0,39.25679587391354
25.671444251370552,66.15196034176165,39.83154195746184,1.0,6.0,28.693348588466595,43.0,48.164586450524226
47.37106650388064,65.70323430714649,18.801824888213947,0.0,4.0,15.442502720555115,32.0,37.07602022392845
34.59221201498395,33.495232026848626,74.67854691253628,0.0,2.0,9.614571626158652,2.0,33.34473687231728
35.77019894921101,22.17588710463943,15.293691771973512,0.0,4.0,79.06740370983982,18.0,22.44367166054808
50.7128774930115,73.8210080137393,16.386292061809204,1.0,7.0,16.909858466355995,28.0,50.747954191177904
32.58409387336391,50.35163991535555,46.10208980400268,1.0,6.0,11.6333923265459,7.0,43.923819018538474
35.29066109592314,8.702591113552845,21.646846914504884,0.0,6.0,93.94504663709108,23.0,21.947469848130098
43.150542112904425,58.471035868336415,59.202187463776326,1.0,6.0,7.694121260301349,36.0,53.5689379282303
24.72757229445153,25.122686064552802,39.14110160442152,0.0,3.0,47.896563526914896,24.0,24.657129927066027
34.91445513716301,37.88813017235321,56.57578621912725,1.0,2.0,37.01957259337521,28.0,43.50811673269852
46.86385485348302,44.93955605412033,15.567314359645025,1.0,3.0,88.61308424397741,25.0,41.16545828006682
14.237818418198422,48.497825559243324,15.881602722486635,1.0,3.0,62.442517189732115,39.0,34.70931181389348
20.549616164365,83.93305565857185,34.81758146376125,1.0,4.0,42.76234068729482,4.0,46.235048366149854
35.615103931456524,21.26913580517173,47.43097569887446,1.0,9.0,13.219896315345055,45.0,42.46877341497747
48.539046834913584,60.79623092822703,6.968485283088334,1.0,4.0,23.951348398726214,19.0,42.82740473844911
78.1806244545598,46.82137734723117,47.62433134218888,0.0,6.0,101.19535611580726,4.0,45.927825750071776
33.519843842926086,33.54127114574941,39.393969580110024,0.0,3.0,5.0,13.0,27.40740599652421
18.305940197251882,64.734112089383,43.68333702487357,0.0,7.0,55.35219214563367,1.0,34.198982217630245
15.994684356919937,55.02306835290632,22.230154117938735,1.0,2.0,10.15345768395304,34.0,36.26292432398757
33.89450941121493,28.443799799661384,59.2059966612844,0.0,5.0,7.160578434621886,7.0,30.79034588992991
70.38803656420683,62.99859944288524,10.083777103319392,0.0,4.0,9.249031935742138,25.0,39.72806560007544
16.708728540810633,47.76523907376359,38.71317429488374,1.0,6.0,5.0,23.0,39.05779342928697
36.67500292215611,74.80528062884957,49.81173973374116,1.0,8.0,168.90282317609186,30.0,57.30153067198379
45.860586168165355,61.420579226950935,15.24704423275092,0.0,1.0,71.37251604781653,7.0,32.12832711876099
29.20031555698186,58.91750033724642,6.550533170847475,0.0,4.0,25.766003659962664,45.0,29.635149999619305
56.32168549497788,45.13055750572202,69.17715676629989,0.0,3.0,43.94698680004713,17.0,42.91831055890237
60.15358919218466,79.38437382370196,58.86335593236068,0.0,5.0,28.464538334967223,33.0,52.529261220469934
20.275101374515568,48.11207809657886,47.49634785979603,1.0,4.0,58.41766571442978,2.0,39.83074709116369
50.298622468430935,14.765685425168678,28.585750724780272,1.0,1.0,65.19857453114125,38.0,36.72640431085422
48.73377258176414,50.50123849962049,35.44415019294965,0.0,4.0,9.274834770332804,44.0,37.845980165261416
36.83934063850606,60.62671175148304,34.58710226794378,0.0,4.0,21.550170498101302,13.0,34.84540294572232
27.14672889591879,41.77916933265739,51.06774486573378,1.0,2.0,35.26042960249342,32.0,41.74252373726403
62.87598707165007,37.49201190867213,33.824566067087495,0.0,6.0,134.2933920689781,22.0,39.03894056493504
21.410132933692505,50.51326147369127,15.885384116009321,0.0,2.0,40.17559378708283,9.0,23.617401592307804
30.789588717055295,16.33410418216748,15.088916824095378,1.0,2.0,79.77236843229103,17.0,28.558397817874763
49.91161039210141,69.11843435300958,58.04986190523381,1.0,2.0,65.50356908245111,18.0,54.9822073393104
50.764740741563806,53.10435098118709,9.747365488459247,0.0,1.0,30.534865475933785,40.0,32.27197054266119
63.2552037645849,86.38629774743723,46.322338691254764,1.0,2.0,78.43745485841454,40.0,62.32984239399112
27.001308458665708,68.77710630153547,22.072068232011365,0.0,2.0,16.586007204001557,27.0,31.94106011838326
59.448453789266445,44.797826850608885,4.566339829209133,0.0,4.0,16.690830522766962,11.0,30.291891414174927
44.4099882274244,35.30935428920283,45.715940644991285,0.0,2.0,53.148433845485364,28.0,33.323398699682826
43.15452286052192,65.34457132356637,40.01212594286379,0.0,4.0,5.057442494260212,8.0,38.00811781450299
17.389975745409487,68.54641787871175,30.922143307741308,0.0,4.0,12.77610257493861,18.0,31.506278042110925
47.32963190712393,30.076813821064068,22.22672573256654,0.0,5.0,32.82841941326369,13.0,28.07221128917253
33.021760050044065,32.30875252257638,66.07545840992276,1.0,5.0,19.069409916650358,33.0,45.26949705047274
88.30599782370287,78.3078914399021,33.22688502463361,0.0,4.0,98.89410588444326,15.0,53.26448834831239
24.175326884291334,57.641857993499436,26.80044211466489,0.0,6.0,111.37728414136545,22.0,32.62975452197585
24.464119079774633,50.15809524528842,14.992239651890085,0.0,4.0,24.44131096896994,38.0,27.3450624871473
51.76193548895056,49.56118445719269,14.346019651253439,0.0,2.0,27.107202409639953,30.0,32.200365822007406
11.769761301359463,73.22642912256757,45.472682546609896,0.0,5.0,45.13701745566378,6.0,34.23244306126102
31.274317400152814,42.06703498760284,25.83621730070677,0.0,6.0,21.38968894586168,45.0,30.79481658021405
39.048630080681285,46.558218484106376,1.3651026108821784,1.0,4.0,7.379491142237656,34.0,36.75947118831583
43.482849759723344,35.44972015331129,19.883509305481393,0.0,4.0,48.09853770850996,19.0,28.19608760935776
16.03208773618571,31.76636960923293,52.39446739302458,0.0,6.0,46.85078624626625,33.0,29.128120394899838
56.595979711968326,46.642452662763304,44.18851593903902,0.0,4.0,9.835437549915719,14.0,38.10467828228936
68.2645504003499,93.97425638031042,21.65940195792272,0.0,3.0,62.624159846979154,48.0,51.49356864430129
39.22706373914314,56.43166194960871,75.02315658592887,1.0,5.0,33.28533266371588,47.0,56.03521139532652
4.833783642090605,63.159047092310516,12.750571422161519,0.0,3.0,9.435382098121677,41.0,24.7159547482692
80.26907136523329,29.54818162662433,10.698956680455815,0.0,1.0,36.948285107222304,19.0,32.30194381243779
78.88610468040604,60.736729417276244,9.752530254599996,1.0,2.0,9.31222188129003,40.0,51.405210125441215
22.7706688321513,55.34942865953256,18.309656899909367,0.0,3.0,10.787062101666324,15.0,26.214548746529502
48.30762766927607,44.74251304419755,43.0917544197318,0.0,5.0,65.9377596142497,10.0,36.43589021614276
77.74683657170122,69.66975729594908,22.11651872480709,1.0,3.0,92.82080468720025,2.0,54.52925175353586
33.0621152180787,80.15656316722215,28.604099696598823,1.0,4.0,10.391546102090617,2.0,46.491754273278424
54.811828254761394,44.6990038759022,6.851704746407947,0.0,3.0,92.11293909031403,21.0,31.071856007392515
24.660849351514095,60.56775107892138,60.585176384155204,0.0,3.0,9.550016986787023,12.0,36.1769856562285
50.77412943752717,74.77299010509182,56.48509274733381,1.0,4.0,5.0,10.0,55.73046510178818
36.19738528736763,84.85431498603756,26.626363804293568,0.0,5.0,5.0,12.0,39.33486449587668
40.32514365588403,61.8459159546614,28.03239427400081,0.0,6.0,9.702745455847452,39.0,37.75448768473008
52.663645212802244,69.49014080448556,32.913806658362844,0.0,5.0,17.028688974469286,2.0,40.22700019291936
43.81552670533419,58.20956232104444,39.89424268824635,0.0,4.0,91.86926881039751,1.0,37.171695761876954
59.37093182809694,59.89228801659302,36.650178118938264,0.0,5.0,9.704812528283092,2.0,40.134450918746
48.563191515375756,42.75845993428163,34.53782030484517,0.0,3.0,15.920218140137647,23.0,33.50936708029225
14.203699456437956,59.303884366452664,27.224867791022,1.0,6.0,46.36957980337765,28.0,40.097116124114436
48.2715890116436,43.078438288869485,14.482857734796614,0.0,1.0,12.587481378556426,17.0,27.8854780741445
54.57536390354383,66.31683823741955,35.99212267561598,0.0,2.0,40.36125735386673,40.0,42.46725518802591
57.540100290357785,31.252575510046494,24.397953257553176,0.0,4.0,19.801980637821234,21.0,31.277924625150177
55.827922582427355,58.05593596950275,32.68588907925615,1.0,5.0,7.654835534641108,44.0,51.46395315572134
52.624761920849885,38.905205944667586,9.568673523331974,0.0,3.0,46.35681494272387,34.0,29.971269043462684
32.288808530843724,41.57862231715045,24.71489373757441,0.0,4.0,5.0,9.0,26.373169792846756
37.13361114977508,81.94847661333785,18.451241908912593,0.0,2.0,12.102447487149794,17.0,36.137742815688476
33.61220922580357,65.36982319775629,44.73412738815432,0.0,4.0,15.411847000750107,42.0,39.572256468866165
